user_loc,fr_loc,scaled_sci
UKR12,IND32,11
UKR12,IND33,7
UKR12,IND34,11
UKR12,IND35,18
UKR12,IND36,10
UKR12,IND4,8
UKR12,IND5,8
UKR12,IND6,31
UKR12,IND7,6
UKR12,IND8,8
UKR12,IND9,15
UKR12,IS00,237
UKR12,ITC1,242
UKR12,ITC2,401
UKR12,ITC3,337
UKR12,ITC4,351
UKR12,ITF1,250
UKR12,ITF2,228
UKR12,ITF3,375
UKR12,ITF4,148
UKR12,ITF5,246
UKR12,ITF6,286
UKR12,ITG1,126
UKR12,ITG2,196
UKR12,ITH1,304
UKR12,ITH2,327
UKR12,ITH3,306
UKR12,ITH4,321
UKR12,ITH5,411
UKR12,ITI1,277
UKR12,ITI2,335
UKR12,ITI3,267
UKR12,ITI4,304
UKR12,JAM1,20
UKR12,JAM10,22
UKR12,JAM11,28
UKR12,JAM12,20
UKR12,JAM13,35
UKR12,JAM14,31
UKR12,JAM2,30
UKR12,JAM3,16
UKR12,JAM4,16
UKR12,JAM5,25
UKR12,JAM6,25
UKR12,JAM7,25
UKR12,JAM8,18
UKR12,JAM9,17
UKR12,JOR1,51
UKR12,JOR10,36
UKR12,JOR11,38
UKR12,JOR12,49
UKR12,JOR2,78
UKR12,JOR3,114
UKR12,JOR4,124
UKR12,JOR5,86
UKR12,JOR6,36
UKR12,JOR7,71
UKR12,JOR8,55
UKR12,JOR9,86
UKR12,JPN1,23
UKR12,JPN10,23
UKR12,JPN11,21
UKR12,JPN12,21
UKR12,JPN13,29
UKR12,JPN14,42
UKR12,JPN15,18
UKR12,JPN16,12
UKR12,JPN17,20
UKR12,JPN18,25
UKR12,JPN19,28
UKR12,JPN2,12
UKR12,JPN20,16
UKR12,JPN21,14
UKR12,JPN22,25
UKR12,JPN23,22
UKR12,JPN24,19
UKR12,JPN25,14
UKR12,JPN26,21
UKR12,JPN27,31
UKR12,JPN28,30
UKR12,JPN29,16
UKR12,JPN3,20
UKR12,JPN30,14
UKR12,JPN31,17
UKR12,JPN32,20
UKR12,JPN33,24
UKR12,JPN34,20
UKR12,JPN35,34
UKR12,JPN36,21
UKR12,JPN37,10
UKR12,JPN38,19
UKR12,JPN39,24
UKR12,JPN4,29
UKR12,JPN40,22
UKR12,JPN41,37
UKR12,JPN42,12
UKR12,JPN43,22
UKR12,JPN44,22
UKR12,JPN45,13
UKR12,JPN46,17
UKR12,JPN47,31
UKR12,JPN5,18
UKR12,JPN6,11
UKR12,JPN7,20
UKR12,JPN8,20
UKR12,JPN9,18
UKR12,KAZ1,984
UKR12,KAZ10,992
UKR12,KAZ11,244
UKR12,KAZ12,355
UKR12,KAZ13,495
UKR12,KAZ14,396
UKR12,KAZ2,819
UKR12,KAZ3,411
UKR12,KAZ4,403
UKR12,KAZ5,768
UKR12,KAZ6,368
UKR12,KAZ7,1078
UKR12,KAZ8,901
UKR12,KAZ9,925
UKR12,KEN1,13
UKR12,KEN10,38
UKR12,KEN11,25
UKR12,KEN12,15
UKR12,KEN13,27
UKR12,KEN14,79
UKR12,KEN15,17
UKR12,KEN16,46
UKR12,KEN17,42
UKR12,KEN18,17
UKR12,KEN19,77
UKR12,KEN2,16
UKR12,KEN20,32
UKR12,KEN21,26
UKR12,KEN22,25
UKR12,KEN23,17
UKR12,KEN24,22
UKR12,KEN25,102
UKR12,KEN26,21
UKR12,KEN27,34
UKR12,KEN28,38
UKR12,KEN29,17
UKR12,KEN3,22
UKR12,KEN30,33
UKR12,KEN31,24
UKR12,KEN32,17
UKR12,KEN33,41
UKR12,KEN34,28
UKR12,KEN35,18
UKR12,KEN36,19
UKR12,KEN37,22
UKR12,KEN38,33
UKR12,KEN39,21
UKR12,KEN4,26
UKR12,KEN40,22
UKR12,KEN41,15
UKR12,KEN42,77
UKR12,KEN43,35
UKR12,KEN44,21
UKR12,KEN45,30
UKR12,KEN46,19
UKR12,KEN47,13
UKR12,KEN5,17
UKR12,KEN6,14
UKR12,KEN7,31
UKR12,KEN8,35
UKR12,KEN9,31
UKR12,KGZ1,328
UKR12,KGZ2,519
UKR12,KGZ3,806
UKR12,KGZ4,462
UKR12,KGZ5,358
UKR12,KGZ6,392
UKR12,KGZ7,457
UKR12,KGZ8,477
UKR12,KGZ9,562
UKR12,KHM1,6
UKR12,KHM10,13
UKR12,KHM11,5
UKR12,KHM12,4
UKR12,KHM13,35
UKR12,KHM14,3
UKR12,KHM15,3
UKR12,KHM16,12
UKR12,KHM17,4
UKR12,KHM18,3
UKR12,KHM19,4
UKR12,KHM2,6
UKR12,KHM20,4
UKR12,KHM21,24
UKR12,KHM22,4
UKR12,KHM23,5
UKR12,KHM24,5
UKR12,KHM25,4
UKR12,KHM3,11
UKR12,KHM4,4
UKR12,KHM5,6
UKR12,KHM6,4
UKR12,KHM7,4
UKR12,KHM8,11
UKR12,KHM9,11
UKR12,KIR,7
UKR12,KNA,34
UKR12,KOR1,28
UKR12,KOR10,28
UKR12,KOR11,44
UKR12,KOR12,31
UKR12,KOR13,23
UKR12,KOR14,26
UKR12,KOR15,45
UKR12,KOR16,42
UKR12,KOR17,19
UKR12,KOR2,35
UKR12,KOR3,46
UKR12,KOR4,23
UKR12,KOR5,27
UKR12,KOR6,29
UKR12,KOR7,44
UKR12,KOR8,41
UKR12,KOR9,31
UKR12,KWT1,41
UKR12,KWT2,40
UKR12,KWT3,63
UKR12,KWT4,62
UKR12,KWT5,65
UKR12,KWT6,53
UKR12,LAO1,19
UKR12,LAO10,17
UKR12,LAO11,20
UKR12,LAO12,16
UKR12,LAO13,19
UKR12,LAO14,13
UKR12,LAO15,27
UKR12,LAO16,26
UKR12,LAO17,23
UKR12,LAO18,16
UKR12,LAO2,46
UKR12,LAO3,12
UKR12,LAO4,19
UKR12,LAO5,16
UKR12,LAO6,15
UKR12,LAO7,17
UKR12,LAO8,19
UKR12,LAO9,12
UKR12,LBN1,72
UKR12,LBN2,99
UKR12,LBN3,199
UKR12,LBN4,132
UKR12,LBN5,207
UKR12,LBN6,124
UKR12,LBN7,98
UKR12,LBN8,102
UKR12,LBR1,240
UKR12,LBR10,69
UKR12,LBR11,160
UKR12,LBR12,92
UKR12,LBR14,175
UKR12,LBR15,67
UKR12,LBR2,161
UKR12,LBR3,358
UKR12,LBR4,192
UKR12,LBR5,123
UKR12,LBR6,78
UKR12,LBR7,64
UKR12,LBR8,131
UKR12,LBR9,207
UKR12,LBY1,42
UKR12,LBY10,32
UKR12,LBY11,32
UKR12,LBY12,34
UKR12,LBY13,32
UKR12,LBY14,20
UKR12,LBY15,63
UKR12,LBY16,24
UKR12,LBY17,37
UKR12,LBY18,15
UKR12,LBY19,28
UKR12,LBY2,23
UKR12,LBY20,51
UKR12,LBY21,19
UKR12,LBY22,20
UKR12,LBY3,38
UKR12,LBY4,62
UKR12,LBY5,17
UKR12,LBY6,14
UKR12,LBY7,55
UKR12,LBY8,27
UKR12,LBY9,45
UKR12,LCA,19
UKR12,LI00,555
UKR12,LKA1,20
UKR12,LKA10,89
UKR12,LKA11,33
UKR12,LKA12,27
UKR12,LKA13,7
UKR12,LKA14,23
UKR12,LKA15,13
UKR12,LKA16,26
UKR12,LKA17,38
UKR12,LKA18,20
UKR12,LKA19,8
UKR12,LKA2,20
UKR12,LKA20,22
UKR12,LKA21,16
UKR12,LKA22,29
UKR12,LKA23,19
UKR12,LKA24,23
UKR12,LKA25,16
UKR12,LKA3,24
UKR12,LKA4,17
UKR12,LKA5,44
UKR12,LKA6,96
UKR12,LKA7,35
UKR12,LKA8,33
UKR12,LKA9,12
UKR12,LSO1,27
UKR12,LSO10,1
UKR12,LSO2,5
UKR12,LSO3,4
UKR12,LSO4,4
UKR12,LSO5,6
UKR12,LSO6,6
UKR12,LSO7,3
UKR12,LSO8,2
UKR12,LSO9,2
UKR12,LT01,1310
UKR12,LT02,641
UKR12,LU00,363
UKR12,LV00,1407
UKR12,MAC,39
UKR12,MAF,61
UKR12,MAR1,90
UKR12,MAR10,82
UKR12,MAR11,104
UKR12,MAR12,105
UKR12,MAR13,102
UKR12,MAR14,79
UKR12,MAR15,97
UKR12,MAR2,93
UKR12,MAR3,100
UKR12,MAR4,119
UKR12,MAR5,89
UKR12,MAR6,92
UKR12,MAR7,92
UKR12,MAR8,87
UKR12,MAR9,114
UKR12,MCO,1509
UKR12,MDA1,887
UKR12,MDA10,759
UKR12,MDA11,909
UKR12,MDA12,2108
UKR12,MDA13,843
UKR12,MDA14,801
UKR12,MDA15,1338
UKR12,MDA16,1077
UKR12,MDA17,1013
UKR12,MDA18,1862
UKR12,MDA19,861
UKR12,MDA2,473
UKR12,MDA20,999
UKR12,MDA21,2080
UKR12,MDA22,1317
UKR12,MDA23,744
UKR12,MDA24,775
UKR12,MDA25,737
UKR12,MDA26,523
UKR12,MDA27,3920
UKR12,MDA28,834
UKR12,MDA29,1158
UKR12,MDA3,867
UKR12,MDA30,983
UKR12,MDA31,856
UKR12,MDA32,1513
UKR12,MDA33,800
UKR12,MDA34,2139
UKR12,MDA35,613
UKR12,MDA36,4257
UKR12,MDA37,882
UKR12,MDA4,2001
UKR12,MDA5,1501
UKR12,MDA6,3467
UKR12,MDA7,2436
UKR12,MDA8,999
UKR12,MDA9,787
UKR12,MDG1,24
UKR12,MDG2,83
UKR12,MDG3,17
UKR12,MDG4,34
UKR12,MDG5,37
UKR12,MDG6,40
UKR12,MDV,128
UKR12,ME00,854
UKR12,MEX1,19
UKR12,MEX10,11
UKR12,MEX11,15
UKR12,MEX12,9
UKR12,MEX13,16
UKR12,MEX14,20
UKR12,MEX15,21
UKR12,MEX16,13
UKR12,MEX17,17
UKR12,MEX18,11
UKR12,MEX19,16
UKR12,MEX2,19
UKR12,MEX20,11
UKR12,MEX21,17
UKR12,MEX22,22
UKR12,MEX23,53
UKR12,MEX24,12
UKR12,MEX25,11
UKR12,MEX26,10
UKR12,MEX27,12
UKR12,MEX28,10
UKR12,MEX29,15
UKR12,MEX3,15
UKR12,MEX30,13
UKR12,MEX31,16
UKR12,MEX32,11
UKR12,MEX4,13
UKR12,MEX5,10
UKR12,MEX6,12
UKR12,MEX7,11
UKR12,MEX8,15
UKR12,MEX9,30
UKR12,MHL,16
UKR12,MK00,263
UKR12,MLI1,26
UKR12,MLI2,115
UKR12,MLI3,20
UKR12,MLI4,256
UKR12,MLI5,30
UKR12,MLI6,33
UKR12,MLI7,17
UKR12,MLI8,16
UKR12,MLI9,105
UKR12,MMR1,3
UKR12,MMR10,8
UKR12,MMR11,5
UKR12,MMR12,3
UKR12,MMR13,5
UKR12,MMR14,4
UKR12,MMR15,7
UKR12,MMR2,3
UKR12,MMR3,7
UKR12,MMR4,5
UKR12,MMR5,2
UKR12,MMR6,3
UKR12,MMR7,3
UKR12,MMR8,5
UKR12,MMR9,4
UKR12,MNG1,40
UKR12,MNG10,25
UKR12,MNG11,69
UKR12,MNG12,21
UKR12,MNG13,38
UKR12,MNG14,35
UKR12,MNG15,32
UKR12,MNG16,27
UKR12,MNG17,72
UKR12,MNG18,33
UKR12,MNG19,86
UKR12,MNG2,25
UKR12,MNG20,43
UKR12,MNG21,70
UKR12,MNG22,48
UKR12,MNG3,35
UKR12,MNG4,49
UKR12,MNG5,23
UKR12,MNG6,38
UKR12,MNG7,55
UKR12,MNG8,47
UKR12,MNG9,44
UKR12,MNP,10
UKR12,MOZ1,18
UKR12,MOZ10,21
UKR12,MOZ11,17
UKR12,MOZ2,10
UKR12,MOZ3,15
UKR12,MOZ4,18
UKR12,MOZ5,19
UKR12,MOZ6,21
UKR12,MOZ7,22
UKR12,MOZ8,23
UKR12,MOZ9,24
UKR12,MRT1,42
UKR12,MRT10,22
UKR12,MRT11,21
UKR12,MRT12,10
UKR12,MRT13,29
UKR12,MRT2,14
UKR12,MRT3,1
UKR12,MRT4,28
UKR12,MRT5,21
UKR12,MRT6,25
UKR12,MRT7,35
UKR12,MRT8,4
UKR12,MRT9,22
UKR12,MT00,388
UKR12,MUS1,89
UKR12,MUS10,40
UKR12,MUS12,75
UKR12,MUS2,129
UKR12,MUS3,94
UKR12,MUS4,72
UKR12,MUS5,100
UKR12,MUS6,130
UKR12,MUS7,91
UKR12,MUS8,66
UKR12,MUS9,130
UKR12,MWI1,15
UKR12,MWI11,14
UKR12,MWI12,14
UKR12,MWI13,13
UKR12,MWI14,11
UKR12,MWI15,14
UKR12,MWI16,16
UKR12,MWI17,17
UKR12,MWI18,42
UKR12,MWI19,22
UKR12,MWI2,12
UKR12,MWI20,7
UKR12,MWI21,10
UKR12,MWI22,11
UKR12,MWI23,8
UKR12,MWI24,22
UKR12,MWI25,33
UKR12,MWI26,21
UKR12,MWI27,16
UKR12,MWI28,12
UKR12,MWI3,26
UKR12,MWI4,19
UKR12,MWI5,19
UKR12,MWI6,8
UKR12,MWI7,22
UKR12,MWI8,46
UKR12,MWI9,14
UKR12,MYS1,21
UKR12,MYS10,14
UKR12,MYS11,26
UKR12,MYS12,28
UKR12,MYS13,13
UKR12,MYS14,16
UKR12,MYS15,26
UKR12,MYS16,11
UKR12,MYS2,14
UKR12,MYS3,9
UKR12,MYS4,35
UKR12,MYS5,16
UKR12,MYS6,19
UKR12,MYS7,18
UKR12,MYS8,15
UKR12,MYS9,18
UKR12,NAM1,39
UKR12,NAM10,48
UKR12,NAM11,48
UKR12,NAM12,32
UKR12,NAM13,15
UKR12,NAM2,46
UKR12,NAM3,50
UKR12,NAM4,32
UKR12,NAM5,62
UKR12,NAM6,30
UKR12,NAM7,22
UKR12,NAM8,47
UKR12,NAM9,21
UKR12,NCL,15
UKR12,NER1,17
UKR12,NER2,24
UKR12,NER3,10
UKR12,NER4,15
UKR12,NER5,26
UKR12,NER6,22
UKR12,NER7,22
UKR12,NER8,10
UKR12,NGA1,327
UKR12,NGA10,240
UKR12,NGA11,109
UKR12,NGA12,173
UKR12,NGA13,169
UKR12,NGA14,266
UKR12,NGA15,176
UKR12,NGA16,41
UKR12,NGA17,615
UKR12,NGA18,27
UKR12,NGA19,70
UKR12,NGA2,40
UKR12,NGA20,52
UKR12,NGA21,40
UKR12,NGA22,32
UKR12,NGA23,88
UKR12,NGA24,111
UKR12,NGA25,185
UKR12,NGA26,95
UKR12,NGA27,54
UKR12,NGA28,119
UKR12,NGA29,142
UKR12,NGA3,192
UKR12,NGA30,118
UKR12,NGA31,120
UKR12,NGA32,230
UKR12,NGA33,171
UKR12,NGA34,72
UKR12,NGA35,84
UKR12,NGA36,70
UKR12,NGA37,44
UKR12,NGA4,213
UKR12,NGA5,54
UKR12,NGA6,147
UKR12,NGA7,78
UKR12,NGA8,41
UKR12,NGA9,228
UKR12,NIC1,13
UKR12,NIC10,13
UKR12,NIC11,10
UKR12,NIC12,9
UKR12,NIC13,15
UKR12,NIC14,12
UKR12,NIC15,10
UKR12,NIC16,10
UKR12,NIC17,8
UKR12,NIC18,17
UKR12,NIC2,10
UKR12,NIC3,6
UKR12,NIC4,12
UKR12,NIC5,9
UKR12,NIC6,10
UKR12,NIC7,12
UKR12,NIC8,12
UKR12,NIC9,9
UKR12,NL11,123
UKR12,NL12,97
UKR12,NL13,106
UKR12,NL21,101
UKR12,NL22,118
UKR12,NL23,216
UKR12,NL31,159
UKR12,NL32,296
UKR12,NL33,194
UKR12,NL34,118
UKR12,NL41,131
UKR12,NL42,141
UKR12,NO01,200
UKR12,NO02,150
UKR12,NO03,133
UKR12,NO04,180
UKR12,NO05,138
UKR12,NO06,93
UKR12,NO07,130
UKR12,NPL1,19
UKR12,NPL2,7
UKR12,NPL3,4
UKR12,NPL4,8
UKR12,NPL5,12
UKR12,NRU,17
UKR12,NZL1,44
UKR12,NZL10,44
UKR12,NZL11,45
UKR12,NZL12,43
UKR12,NZL13,28
UKR12,NZL14,23
UKR12,NZL15,44
UKR12,NZL16,218
UKR12,NZL2,35
UKR12,NZL3,59
UKR12,NZL5,20
UKR12,NZL6,25
UKR12,NZL7,31
UKR12,NZL8,64
UKR12,NZL9,50
UKR12,OMN1,30
UKR12,OMN10,102
UKR12,OMN11,54
UKR12,OMN2,27
UKR12,OMN3,42
UKR12,OMN4,28
UKR12,OMN5,32
UKR12,OMN6,34
UKR12,OMN7,21
UKR12,OMN8,26
UKR12,OMN9,38
UKR12,PAK1,53
UKR12,PAK2,32
UKR12,PAK3,45
UKR12,PAK4,51
UKR12,PAK5,56
UKR12,PAK6,52
UKR12,PAK7,51
UKR12,PAK8,31
UKR12,PAN1,35
UKR12,PAN10,11
UKR12,PAN11,20
UKR12,PAN12,19
UKR12,PAN13,9
UKR12,PAN2,19
UKR12,PAN3,18
UKR12,PAN4,30
UKR12,PAN5,3
UKR12,PAN7,15
UKR12,PAN8,1
UKR12,PAN9,15
UKR12,PER1,9
UKR12,PER10,7
UKR12,PER11,26
UKR12,PER12,17
UKR12,PER13,15
UKR12,PER14,15
UKR12,PER15,26
UKR12,PER16,14
UKR12,PER17,18
UKR12,PER18,21
UKR12,PER19,24
UKR12,PER2,17
UKR12,PER20,13
UKR12,PER21,12
UKR12,PER22,11
UKR12,PER23,18
UKR12,PER24,21
UKR12,PER25,14
UKR12,PER26,19
UKR12,PER3,11
UKR12,PER4,20
UKR12,PER5,12
UKR12,PER6,11
UKR12,PER7,19
UKR12,PER8,20
UKR12,PER9,13
UKR12,PHL1,19
UKR12,PHL10,16
UKR12,PHL11,3
UKR12,PHL12,11
UKR12,PHL13,19
UKR12,PHL14,36
UKR12,PHL15,30
UKR12,PHL16,20
UKR12,PHL17,16
UKR12,PHL18,11
UKR12,PHL19,12
UKR12,PHL2,27
UKR12,PHL20,14
UKR12,PHL21,23
UKR12,PHL22,16
UKR12,PHL23,10
UKR12,PHL24,18
UKR12,PHL25,27
UKR12,PHL26,20
UKR12,PHL27,24
UKR12,PHL28,27
UKR12,PHL29,19
UKR12,PHL3,21
UKR12,PHL30,29
UKR12,PHL31,16
UKR12,PHL32,14
UKR12,PHL33,8
UKR12,PHL34,30
UKR12,PHL35,20
UKR12,PHL36,18
UKR12,PHL37,13
UKR12,PHL38,6
UKR12,PHL39,16
UKR12,PHL4,18
UKR12,PHL40,17
UKR12,PHL41,22
UKR12,PHL42,11
UKR12,PHL43,26
UKR12,PHL44,10
UKR12,PHL45,9
UKR12,PHL46,16
UKR12,PHL47,20
UKR12,PHL48,22
UKR12,PHL49,34
UKR12,PHL5,12
UKR12,PHL50,53
UKR12,PHL51,21
UKR12,PHL52,32
UKR12,PHL53,21
UKR12,PHL54,18
UKR12,PHL55,12
UKR12,PHL56,10
UKR12,PHL57,12
UKR12,PHL58,11
UKR12,PHL59,16
UKR12,PHL6,43
UKR12,PHL60,15
UKR12,PHL61,16
UKR12,PHL62,11
UKR12,PHL63,9
UKR12,PHL64,16
UKR12,PHL65,13
UKR12,PHL66,27
UKR12,PHL67,22
UKR12,PHL68,24
UKR12,PHL69,14
UKR12,PHL7,10
UKR12,PHL70,24
UKR12,PHL71,32
UKR12,PHL72,22
UKR12,PHL73,18
UKR12,PHL74,25
UKR12,PHL75,25
UKR12,PHL76,13
UKR12,PHL77,7
UKR12,PHL78,15
UKR12,PHL79,27
UKR12,PHL8,10
UKR12,PHL80,19
UKR12,PHL81,18
UKR12,PHL9,10
UKR12,PL21,1273
UKR12,PL22,1140
UKR12,PL41,1625
UKR12,PL42,1924
UKR12,PL43,2148
UKR12,PL51,2685
UKR12,PL52,1418
UKR12,PL61,816
UKR12,PL62,610
UKR12,PL63,1610
UKR12,PL71,1513
UKR12,PL72,378
UKR12,PL81,640
UKR12,PL82,375
UKR12,PL84,606
UKR12,PL91,2501
UKR12,PL92,805
UKR12,PLW,19
UKR12,PNG1,5
UKR12,PNG10,9
UKR12,PNG11,7
UKR12,PNG12,3
UKR12,PNG13,8
UKR12,PNG14,10
UKR12,PNG15,16
UKR12,PNG16,8
UKR12,PNG17,8
UKR12,PNG18,10
UKR12,PNG19,4
UKR12,PNG2,81
UKR12,PNG20,8
UKR12,PNG21,10
UKR12,PNG22,8
UKR12,PNG3,12
UKR12,PNG4,9
UKR12,PNG5,7
UKR12,PNG6,175
UKR12,PNG7,7
UKR12,PNG8,13
UKR12,PNG9,11
UKR12,PRI1,15
UKR12,PRI10,17
UKR12,PRI11,16
UKR12,PRI12,18
UKR12,PRI13,24
UKR12,PRI14,15
UKR12,PRI15,24
UKR12,PRI16,19
UKR12,PRI17,16
UKR12,PRI18,15
UKR12,PRI19,25
UKR12,PRI2,10
UKR12,PRI20,20
UKR12,PRI21,18
UKR12,PRI22,7
UKR12,PRI23,18
UKR12,PRI24,11
UKR12,PRI25,1
UKR12,PRI26,57
UKR12,PRI27,21
UKR12,PRI28,42
UKR12,PRI29,20
UKR12,PRI3,27
UKR12,PRI30,13
UKR12,PRI31,8
UKR12,PRI32,23
UKR12,PRI33,17
UKR12,PRI34,25
UKR12,PRI35,4
UKR12,PRI36,21
UKR12,PRI37,25
UKR12,PRI38,9
UKR12,PRI39,13
UKR12,PRI4,20
UKR12,PRI40,16
UKR12,PRI41,8
UKR12,PRI42,12
UKR12,PRI43,20
UKR12,PRI44,14
UKR12,PRI45,7
UKR12,PRI46,15
UKR12,PRI47,13
UKR12,PRI48,5
UKR12,PRI49,17
UKR12,PRI5,28
UKR12,PRI50,19
UKR12,PRI51,27
UKR12,PRI52,20
UKR12,PRI53,15
UKR12,PRI54,17
UKR12,PRI55,8
UKR12,PRI56,17
UKR12,PRI57,17
UKR12,PRI58,14
UKR12,PRI59,26
UKR12,PRI6,8
UKR12,PRI60,19
UKR12,PRI61,31
UKR12,PRI62,12
UKR12,PRI63,17
UKR12,PRI64,13
UKR12,PRI65,26
UKR12,PRI66,11
UKR12,PRI67,20
UKR12,PRI68,21
UKR12,PRI69,14
UKR12,PRI7,19
UKR12,PRI70,24
UKR12,PRI71,26
UKR12,PRI72,10
UKR12,PRI73,22
UKR12,PRI74,16
UKR12,PRI75,19
UKR12,PRI76,4
UKR12,PRI77,23
UKR12,PRI78,7
UKR12,PRI8,21
UKR12,PRI9,17
UKR12,PRY1,10
UKR12,PRY10,16
UKR12,PRY11,10
UKR12,PRY12,10
UKR12,PRY13,9
UKR12,PRY14,25
UKR12,PRY15,11
UKR12,PRY16,9
UKR12,PRY17,9
UKR12,PRY18,10
UKR12,PRY2,12
UKR12,PRY3,14
UKR12,PRY4,8
UKR12,PRY5,25
UKR12,PRY6,12
UKR12,PRY7,10
UKR12,PRY8,12
UKR12,PRY9,13
UKR12,PT11,129
UKR12,PT15,728
UKR12,PT16,232
UKR12,PT17,292
UKR12,PT18,240
UKR12,PT20,56
UKR12,PT30,176
UKR12,PYF,13
UKR12,QAT1,115
UKR12,QAT2,129
UKR12,QAT3,55
UKR12,QAT4,55
UKR12,QAT5,63
UKR12,QAT6,67
UKR12,QAT7,47
UKR12,RO11,116
UKR12,RO12,95
UKR12,RO21,113
UKR12,RO22,102
UKR12,RO31,88
UKR12,RO32,171
UKR12,RO41,80
UKR12,RO42,118
UKR12,RS11,280
UKR12,RS12,231
UKR12,RS21,196
UKR12,RS22,205
UKR12,RWA1,30
UKR12,RWA2,23
UKR12,RWA3,18
UKR12,RWA4,26
UKR12,RWA5,23
UKR12,SAU1,24
UKR12,SAU10,22
UKR12,SAU11,31
UKR12,SAU12,26
UKR12,SAU13,33
UKR12,SAU2,30
UKR12,SAU3,29
UKR12,SAU4,25
UKR12,SAU5,25
UKR12,SAU6,25
UKR12,SAU7,35
UKR12,SAU8,35
UKR12,SAU9,24
UKR12,SE11,362
UKR12,SE12,129
UKR12,SE21,113
UKR12,SE22,233
UKR12,SE23,133
UKR12,SE31,109
UKR12,SE32,114
UKR12,SE33,98
UKR12,SEN1,48
UKR12,SEN10,29
UKR12,SEN11,16
UKR12,SEN12,19
UKR12,SEN13,44
UKR12,SEN14,50
UKR12,SEN2,15
UKR12,SEN3,20
UKR12,SEN4,32
UKR12,SEN5,10
UKR12,SEN6,25
UKR12,SEN7,25
UKR12,SEN8,12
UKR12,SEN9,17
UKR12,SGP1,42
UKR12,SGP2,74
UKR12,SGP3,32
UKR12,SGP4,32
UKR12,SGP5,30
UKR12,SI03,164
UKR12,SI04,278
UKR12,SK01,1287
UKR12,SK02,548
UKR12,SK03,305
UKR12,SK04,279
UKR12,SLB,11
UKR12,SLE1,82
UKR12,SLE2,150
UKR12,SLE3,217
UKR12,SLE4,143
UKR12,SLV1,7
UKR12,SLV10,14
UKR12,SLV11,6
UKR12,SLV12,15
UKR12,SLV13,8
UKR12,SLV14,7
UKR12,SLV2,7
UKR12,SLV3,6
UKR12,SLV4,8
UKR12,SLV5,13
UKR12,SLV6,6
UKR12,SLV7,7
UKR12,SLV8,6
UKR12,SLV9,9
UKR12,SMR,419
UKR12,STP,19
UKR12,SUR,14
UKR12,SWZ1,66
UKR12,SWZ2,84
UKR12,SWZ3,52
UKR12,SWZ4,39
UKR12,SXM,82
UKR12,SYC,112
UKR12,TCA,33
UKR12,TCD1,1
UKR12,TCD10,15
UKR12,TCD11,15
UKR12,TCD12,14
UKR12,TCD13,18
UKR12,TCD14,7
UKR12,TCD15,61
UKR12,TCD16,12
UKR12,TCD17,14
UKR12,TCD18,1
UKR12,TCD19,1
UKR12,TCD2,17
UKR12,TCD20,14
UKR12,TCD22,21
UKR12,TCD23,31
UKR12,TCD3,1
UKR12,TCD4,31
UKR12,TCD5,1
UKR12,TCD6,1
UKR12,TCD7,5
UKR12,TCD8,14
UKR12,TCD9,17
UKR12,TGO1,23
UKR12,TGO2,25
UKR12,TGO3,57
UKR12,TGO4,45
UKR12,TGO5,17
UKR12,THA1,10
UKR12,THA10,20
UKR12,THA11,10
UKR12,THA12,33
UKR12,THA13,9
UKR12,THA14,12
UKR12,THA15,16
UKR12,THA16,9
UKR12,THA17,12
UKR12,THA18,24
UKR12,THA19,8
UKR12,THA2,9
UKR12,THA20,11
UKR12,THA21,8
UKR12,THA22,10
UKR12,THA23,13
UKR12,THA24,9
UKR12,THA25,10
UKR12,THA26,10
UKR12,THA27,12
UKR12,THA28,9
UKR12,THA29,12
UKR12,THA3,20
UKR12,THA30,11
UKR12,THA31,10
UKR12,THA32,7
UKR12,THA33,5
UKR12,THA34,13
UKR12,THA35,11
UKR12,THA36,18
UKR12,THA37,16
UKR12,THA38,5
UKR12,THA39,13
UKR12,THA4,9
UKR12,THA40,9
UKR12,THA41,9
UKR12,THA42,14
UKR12,THA43,13
UKR12,THA44,11
UKR12,THA45,12
UKR12,THA46,9
UKR12,THA47,10
UKR12,THA48,130
UKR12,THA49,12
UKR12,THA5,11
UKR12,THA50,22
UKR12,THA51,8
UKR12,THA52,11
UKR12,THA53,13
UKR12,THA54,10
UKR12,THA55,12
UKR12,THA56,9
UKR12,THA57,15
UKR12,THA58,11
UKR12,THA59,10
UKR12,THA6,10
UKR12,THA60,11
UKR12,THA61,6
UKR12,THA62,9
UKR12,THA63,11
UKR12,THA64,9
UKR12,THA65,8
UKR12,THA66,9
UKR12,THA67,79
UKR12,THA68,10
UKR12,THA69,9
UKR12,THA7,10
UKR12,THA70,11
UKR12,THA71,22
UKR12,THA72,10
UKR12,THA73,11
UKR12,THA74,9
UKR12,THA75,9
UKR12,THA76,5
UKR12,THA77,7
UKR12,THA8,12
UKR12,THA9,14
UKR12,TJK1,1049
UKR12,TJK2,602
UKR12,TJK3,1197
UKR12,TJK4,1009
UKR12,TJK5,1418
UKR12,TLS1,10
UKR12,TLS10,8
UKR12,TLS11,1
UKR12,TLS12,5
UKR12,TLS13,6
UKR12,TLS2,1
UKR12,TLS4,5
UKR12,TLS7,7
UKR12,TLS8,1
UKR12,TLS9,6
UKR12,TON,9
UKR12,TR10,195
UKR12,TR21,96
UKR12,TR22,107
UKR12,TR31,176
UKR12,TR32,208
UKR12,TR33,85
UKR12,TR41,124
UKR12,TR42,105
