user_loc,fr_loc,scaled_sci
UKR8,BLR3,2887
UKR8,BLR4,3782
UKR8,BLR5,3885
UKR8,BLR6,3469
UKR8,BLZ,23
UKR8,BMU,82
UKR8,BOL1,16
UKR8,BOL2,22
UKR8,BOL3,10
UKR8,BOL4,26
UKR8,BOL5,18
UKR8,BOL6,14
UKR8,BOL7,13
UKR8,BOL8,19
UKR8,BOL9,17
UKR8,BRA1,17
UKR8,BRA10,14
UKR8,BRA11,17
UKR8,BRA12,15
UKR8,BRA13,21
UKR8,BRA14,16
UKR8,BRA15,17
UKR8,BRA16,25
UKR8,BRA17,18
UKR8,BRA18,15
UKR8,BRA19,29
UKR8,BRA2,17
UKR8,BRA20,17
UKR8,BRA21,25
UKR8,BRA22,15
UKR8,BRA23,18
UKR8,BRA24,28
UKR8,BRA25,25
UKR8,BRA26,18
UKR8,BRA27,17
UKR8,BRA3,15
UKR8,BRA4,19
UKR8,BRA5,16
UKR8,BRA6,17
UKR8,BRA7,29
UKR8,BRA8,21
UKR8,BRA9,21
UKR8,BRB,31
UKR8,BRN,21
UKR8,BTN,165
UKR8,BWA1,34
UKR8,BWA10,45
UKR8,BWA11,24
UKR8,BWA12,57
UKR8,BWA13,63
UKR8,BWA14,136
UKR8,BWA15,75
UKR8,BWA2,46
UKR8,BWA3,50
UKR8,BWA4,82
UKR8,BWA5,25
UKR8,BWA6,55
UKR8,BWA7,20
UKR8,BWA8,58
UKR8,BWA9,62
UKR8,CAF1,1
UKR8,CAF10,16
UKR8,CAF11,37
UKR8,CAF12,79
UKR8,CAF13,64
UKR8,CAF14,1
UKR8,CAF15,72
UKR8,CAF16,1
UKR8,CAF17,430
UKR8,CAF2,52
UKR8,CAF3,148
UKR8,CAF5,29
UKR8,CAF8,53
UKR8,CAF9,62
UKR8,CAN1,123
UKR8,CAN10,60
UKR8,CAN11,98
UKR8,CAN12,91
UKR8,CAN13,94
UKR8,CAN2,149
UKR8,CAN3,143
UKR8,CAN4,82
UKR8,CAN5,27
UKR8,CAN6,54
UKR8,CAN7,60
UKR8,CAN8,30
UKR8,CAN9,160
UKR8,CH01,215
UKR8,CH02,178
UKR8,CH03,196
UKR8,CH04,260
UKR8,CH05,182
UKR8,CH06,196
UKR8,CH07,283
UKR8,CHL1,33
UKR8,CHL10,28
UKR8,CHL11,44
UKR8,CHL12,23
UKR8,CHL13,38
UKR8,CHL14,26
UKR8,CHL15,35
UKR8,CHL2,26
UKR8,CHL3,26
UKR8,CHL4,30
UKR8,CHL5,26
UKR8,CHL6,22
UKR8,CHL7,28
UKR8,CHL8,28
UKR8,CHL9,28
UKR8,CIV1,165
UKR8,CIV10,68
UKR8,CIV11,105
UKR8,CIV12,86
UKR8,CIV13,117
UKR8,CIV14,100
UKR8,CIV2,142
UKR8,CIV3,112
UKR8,CIV4,91
UKR8,CIV5,121
UKR8,CIV6,101
UKR8,CIV7,104
UKR8,CIV8,97
UKR8,CIV9,93
UKR8,CMR1,80
UKR8,CMR10,152
UKR8,CMR2,297
UKR8,CMR3,99
UKR8,CMR4,79
UKR8,CMR5,379
UKR8,CMR6,700
UKR8,CMR7,86
UKR8,CMR8,117
UKR8,CMR9,1081
UKR8,COD1,47
UKR8,COD2,79
UKR8,COD3,123
UKR8,COD4,31
UKR8,COD5,18
UKR8,COD6,82
UKR8,COD7,80
UKR8,COD8,37
UKR8,COD9,78
UKR8,COG1,239
UKR8,COG10,714
UKR8,COG11,776
UKR8,COG12,174
UKR8,COG2,516
UKR8,COG3,507
UKR8,COG4,274
UKR8,COG5,1000
UKR8,COG6,157
UKR8,COG7,115
UKR8,COG8,386
UKR8,COG9,232
UKR8,COL1,33
UKR8,COL10,18
UKR8,COL11,16
UKR8,COL12,14
UKR8,COL13,14
UKR8,COL14,31
UKR8,COL15,25
UKR8,COL16,16
UKR8,COL17,19
UKR8,COL18,14
UKR8,COL19,15
UKR8,COL2,26
UKR8,COL20,20
UKR8,COL21,19
UKR8,COL22,18
UKR8,COL23,18
UKR8,COL24,29
UKR8,COL25,24
UKR8,COL26,24
UKR8,COL27,21
UKR8,COL28,14
UKR8,COL29,21
UKR8,COL3,16
UKR8,COL30,28
UKR8,COL31,14
UKR8,COL32,17
UKR8,COL4,16
UKR8,COL5,16
UKR8,COL6,22
UKR8,COL7,19
UKR8,COL8,25
UKR8,COL9,15
UKR8,COM,374
UKR8,CPV,33
UKR8,CRI1,36
UKR8,CRI2,36
UKR8,CRI3,33
UKR8,CRI4,44
UKR8,CRI5,26
UKR8,CRI6,43
UKR8,CRI7,41
UKR8,CUW,51
UKR8,CY00,928
UKR8,CYM,66
UKR8,CZ01,1790
UKR8,CZ02,1269
UKR8,CZ03,1287
UKR8,CZ04,692
UKR8,CZ05,862
UKR8,CZ06,633
UKR8,CZ07,405
UKR8,CZ08,336
UKR8,DE11,288
UKR8,DE12,317
UKR8,DE13,345
UKR8,DE14,240
UKR8,DE21,413
UKR8,DE22,194
UKR8,DE23,271
UKR8,DE24,293
UKR8,DE25,465
UKR8,DE26,271
UKR8,DE27,334
UKR8,DE30,698
UKR8,DE40,310
UKR8,DE50,297
UKR8,DE60,417
UKR8,DE71,324
UKR8,DE72,266
UKR8,DE73,301
UKR8,DE80,304
UKR8,DE91,262
UKR8,DE92,392
UKR8,DE93,194
UKR8,DE94,218
UKR8,DEA1,328
UKR8,DEA2,297
UKR8,DEA3,205
UKR8,DEA4,294
UKR8,DEA5,246
UKR8,DEB1,308
UKR8,DEB2,216
UKR8,DEB3,248
UKR8,DEC0,239
UKR8,DED2,286
UKR8,DED4,252
UKR8,DED5,379
UKR8,DEE0,247
UKR8,DEF0,215
UKR8,DEG0,277
UKR8,DJI,26
UKR8,DK01,174
UKR8,DK02,135
UKR8,DK03,258
UKR8,DK04,212
UKR8,DK05,229
UKR8,DMA,38
UKR8,DOM1,69
UKR8,DOM10,31
UKR8,DOM11,159
UKR8,DOM12,49
UKR8,DOM13,49
UKR8,DOM14,42
UKR8,DOM15,50
UKR8,DOM16,51
UKR8,DOM17,59
UKR8,DOM18,39
UKR8,DOM19,32
UKR8,DOM2,44
UKR8,DOM20,38
UKR8,DOM21,103
UKR8,DOM22,34
UKR8,DOM23,32
UKR8,DOM24,136
UKR8,DOM25,82
UKR8,DOM26,43
UKR8,DOM27,55
UKR8,DOM28,71
UKR8,DOM29,40
UKR8,DOM3,49
UKR8,DOM30,42
UKR8,DOM31,54
UKR8,DOM32,44
UKR8,DOM4,46
UKR8,DOM5,49
UKR8,DOM6,29
UKR8,DOM7,59
UKR8,DOM8,36
UKR8,DOM9,87
UKR8,DZA1,128
UKR8,DZA10,125
UKR8,DZA11,154
UKR8,DZA12,146
UKR8,DZA13,131
UKR8,DZA14,267
UKR8,DZA15,175
UKR8,DZA16,96
UKR8,DZA17,74
UKR8,DZA18,89
UKR8,DZA19,141
UKR8,DZA2,143
UKR8,DZA20,80
UKR8,DZA21,167
UKR8,DZA22,113
UKR8,DZA23,175
UKR8,DZA24,185
UKR8,DZA25,95
UKR8,DZA26,128
UKR8,DZA27,105
UKR8,DZA28,157
UKR8,DZA29,142
UKR8,DZA3,63
UKR8,DZA30,154
UKR8,DZA31,92
UKR8,DZA32,151
UKR8,DZA33,87
UKR8,DZA34,172
UKR8,DZA35,196
UKR8,DZA36,108
UKR8,DZA37,141
UKR8,DZA38,194
UKR8,DZA39,139
UKR8,DZA4,119
UKR8,DZA40,202
UKR8,DZA41,158
UKR8,DZA42,74
UKR8,DZA43,202
UKR8,DZA44,129
UKR8,DZA45,119
UKR8,DZA46,145
UKR8,DZA47,192
UKR8,DZA48,175
UKR8,DZA5,131
UKR8,DZA6,98
UKR8,DZA7,145
UKR8,DZA8,149
UKR8,DZA9,136
UKR8,ECU1,33
UKR8,ECU10,25
UKR8,ECU11,48
UKR8,ECU12,44
UKR8,ECU13,19
UKR8,ECU14,22
UKR8,ECU15,35
UKR8,ECU16,276
UKR8,ECU17,59
UKR8,ECU18,105
UKR8,ECU19,96
UKR8,ECU2,26
UKR8,ECU20,22
UKR8,ECU21,27
UKR8,ECU22,54
UKR8,ECU23,132
UKR8,ECU24,27
UKR8,ECU3,20
UKR8,ECU4,23
UKR8,ECU5,37
UKR8,ECU6,79
UKR8,ECU7,22
UKR8,ECU8,22
UKR8,ECU9,410
UKR8,EE00,1456
UKR8,EGY1,111
UKR8,EGY10,127
UKR8,EGY11,144
UKR8,EGY12,96
UKR8,EGY13,256
UKR8,EGY14,97
UKR8,EGY15,109
UKR8,EGY16,137
UKR8,EGY17,88
UKR8,EGY18,96
UKR8,EGY19,99
UKR8,EGY2,851
UKR8,EGY20,121
UKR8,EGY21,94
UKR8,EGY22,2519
UKR8,EGY23,122
UKR8,EGY24,105
UKR8,EGY25,110
UKR8,EGY26,133
UKR8,EGY27,107
UKR8,EGY3,107
UKR8,EGY4,119
UKR8,EGY5,106
UKR8,EGY6,135
UKR8,EGY7,176
UKR8,EGY8,136
UKR8,EGY9,87
UKR8,EL30,246
UKR8,EL41,135
UKR8,EL42,247
UKR8,EL43,250
UKR8,EL51,213
UKR8,EL52,262
UKR8,EL53,195
UKR8,EL54,114
UKR8,EL61,133
UKR8,EL62,354
UKR8,EL63,130
UKR8,EL64,174
UKR8,EL65,181
UKR8,ERI1,19
UKR8,ERI3,1
UKR8,ERI4,1
UKR8,ERI5,1
UKR8,ERI6,1
UKR8,ES11,86
UKR8,ES12,106
UKR8,ES13,160
UKR8,ES21,127
UKR8,ES22,138
UKR8,ES23,103
UKR8,ES24,104
UKR8,ES30,163
UKR8,ES41,100
UKR8,ES42,102
UKR8,ES43,72
UKR8,ES51,235
UKR8,ES52,285
UKR8,ES53,226
UKR8,ES61,144
UKR8,ES62,150
UKR8,ES63,88
UKR8,ES64,88
UKR8,ES70,161
UKR8,ETH1,43
UKR8,ETH10,36
UKR8,ETH11,65
UKR8,ETH2,32
UKR8,ETH3,26
UKR8,ETH4,32
UKR8,ETH5,35
UKR8,ETH6,17
UKR8,ETH7,37
UKR8,ETH8,27
UKR8,ETH9,112
UKR8,FI19,192
UKR8,FI1B,272
UKR8,FI1C,229
UKR8,FI1D,163
UKR8,FI20,228
UKR8,FJI,13
UKR8,FR10,190
UKR8,FRB0,99
UKR8,FRC1,95
UKR8,FRC2,84
UKR8,FRD1,73
UKR8,FRD2,85
UKR8,FRE1,75
UKR8,FRE2,76
UKR8,FRF1,152
UKR8,FRF2,105
UKR8,FRF3,98
UKR8,FRG0,81
UKR8,FRH0,82
UKR8,FRI1,97
UKR8,FRI2,114
UKR8,FRI3,75
UKR8,FRJ1,120
UKR8,FRJ2,106
UKR8,FRK1,91
UKR8,FRK2,114
UKR8,FRL0,180
UKR8,FRM0,122
UKR8,FRO,40
UKR8,FRY1,26
UKR8,FRY2,25
UKR8,FRY3,30
UKR8,FRY4,32
UKR8,FRY5,92
UKR8,FSM,10
UKR8,GAB1,63
UKR8,GAB2,55
UKR8,GAB3,32
UKR8,GAB4,37
UKR8,GAB5,41
UKR8,GAB6,42
UKR8,GAB7,37
UKR8,GAB8,55
UKR8,GAB9,46
UKR8,GEO1,3172
UKR8,GEO10,991
UKR8,GEO11,684
UKR8,GEO12,1374
UKR8,GEO2,2772
UKR8,GEO3,1246
UKR8,GEO4,947
UKR8,GEO5,921
UKR8,GEO6,1598
UKR8,GEO7,1655
UKR8,GEO8,1032
UKR8,GEO9,2069
UKR8,GHA1,262
UKR8,GHA10,282
UKR8,GHA2,448
UKR8,GHA3,256
UKR8,GHA4,230
UKR8,GHA5,272
UKR8,GHA6,175
UKR8,GHA7,94
UKR8,GHA8,73
UKR8,GHA9,166
UKR8,GIB,101
UKR8,GIN1,309
UKR8,GIN2,262
UKR8,GIN3,106
UKR8,GIN4,110
UKR8,GIN5,170
UKR8,GIN6,101
UKR8,GIN7,116
UKR8,GIN8,87
UKR8,GMB1,350
UKR8,GMB2,377
UKR8,GMB3,257
UKR8,GMB4,225
UKR8,GMB5,178
UKR8,GMB6,447
UKR8,GNB1,40
UKR8,GNB2,86
UKR8,GNB3,71
UKR8,GNB4,151
UKR8,GNB5,44
UKR8,GNB6,88
UKR8,GNB7,77
UKR8,GNB8,101
UKR8,GNB9,79
UKR8,GNQ2,146
UKR8,GNQ3,89
UKR8,GNQ4,19
UKR8,GNQ5,57
UKR8,GNQ6,141
UKR8,GNQ7,80
UKR8,GRD,41
UKR8,GRL,31
UKR8,GTM1,9
UKR8,GTM10,13
UKR8,GTM11,9
UKR8,GTM12,10
UKR8,GTM13,10
UKR8,GTM14,8
UKR8,GTM15,8
UKR8,GTM16,19
UKR8,GTM17,8
UKR8,GTM18,8
UKR8,GTM19,19
UKR8,GTM2,8
UKR8,GTM20,9
UKR8,GTM21,8
UKR8,GTM22,18
UKR8,GTM3,8
UKR8,GTM4,8
UKR8,GTM5,10
UKR8,GTM6,10
UKR8,GTM7,16
UKR8,GTM8,10
UKR8,GTM9,17
UKR8,GUM,23
UKR8,GUY,27
UKR8,HKG1,30
UKR8,HKG10,44
UKR8,HKG11,71
UKR8,HKG12,39
UKR8,HKG13,40
UKR8,HKG14,32
UKR8,HKG15,28
UKR8,HKG16,53
UKR8,HKG17,47
UKR8,HKG18,43
UKR8,HKG2,65
UKR8,HKG3,55
UKR8,HKG4,56
UKR8,HKG5,49
UKR8,HKG6,40
UKR8,HKG7,36
UKR8,HKG8,50
UKR8,HKG9,40
UKR8,HND1,18
UKR8,HND10,11
UKR8,HND11,42
UKR8,HND12,17
UKR8,HND13,11
UKR8,HND14,15
UKR8,HND15,15
UKR8,HND16,20
UKR8,HND17,11
UKR8,HND18,14
UKR8,HND2,14
UKR8,HND3,12
UKR8,HND4,14
UKR8,HND5,15
UKR8,HND6,16
UKR8,HND7,15
UKR8,HND8,17
UKR8,HND9,29
UKR8,HR03,208
UKR8,HR04,171
UKR8,HTI1,36
UKR8,HTI10,32
UKR8,HTI2,17
UKR8,HTI3,23
UKR8,HTI4,24
UKR8,HTI5,24
UKR8,HTI6,20
UKR8,HTI7,26
UKR8,HTI8,31
UKR8,HTI9,30
UKR8,HU11,457
UKR8,HU12,242
UKR8,HU21,400
UKR8,HU22,411
UKR8,HU23,127
UKR8,HU31,184
UKR8,HU32,197
UKR8,HU33,129
UKR8,IDN1,12
UKR8,IDN10,16
UKR8,IDN11,16
UKR8,IDN12,17
UKR8,IDN13,16
UKR8,IDN14,15
UKR8,IDN15,13
UKR8,IDN16,15
UKR8,IDN17,15
UKR8,IDN18,18
UKR8,IDN19,10
UKR8,IDN2,100
UKR8,IDN20,10
UKR8,IDN21,11
UKR8,IDN22,13
UKR8,IDN23,12
UKR8,IDN24,17
UKR8,IDN25,11
UKR8,IDN26,10
UKR8,IDN27,10
UKR8,IDN28,11
UKR8,IDN29,10
UKR8,IDN3,24
UKR8,IDN30,16
UKR8,IDN31,13
UKR8,IDN32,13
UKR8,IDN33,11
UKR8,IDN34,24
UKR8,IDN4,15
UKR8,IDN5,12
UKR8,IDN6,8
UKR8,IDN7,17
UKR8,IDN8,25
UKR8,IDN9,12
UKR8,IE04,70
UKR8,IE05,86
UKR8,IE06,150
UKR8,IMN,62
UKR8,IND1,45
UKR8,IND10,117
UKR8,IND11,28
UKR8,IND12,71
UKR8,IND13,48
UKR8,IND15,17
UKR8,IND16,32
UKR8,IND17,135
UKR8,IND18,71
UKR8,IND19,20
UKR8,IND2,22
UKR8,IND20,22
UKR8,IND21,16
UKR8,IND22,11
UKR8,IND23,11
UKR8,IND24,26
UKR8,IND25,57
UKR8,IND26,53
UKR8,IND27,78
UKR8,IND28,78
UKR8,IND29,30
UKR8,IND3,11
UKR8,IND30,20
UKR8,IND31,59
UKR8,IND32,24
UKR8,IND33,17
UKR8,IND34,28
UKR8,IND35,42
UKR8,IND36,22
UKR8,IND4,18
UKR8,IND5,25
UKR8,IND6,130
UKR8,IND7,29
UKR8,IND8,23
UKR8,IND9,34
UKR8,IS00,149
UKR8,ITC1,227
UKR8,ITC2,246
UKR8,ITC3,342
UKR8,ITC4,283
UKR8,ITF1,211
UKR8,ITF2,126
UKR8,ITF3,228
UKR8,ITF4,133
UKR8,ITF5,171
UKR8,ITF6,202
UKR8,ITG1,135
UKR8,ITG2,177
UKR8,ITH1,207
UKR8,ITH2,213
UKR8,ITH3,243
UKR8,ITH4,297
UKR8,ITH5,303
UKR8,ITI1,253
UKR8,ITI2,298
UKR8,ITI3,250
UKR8,ITI4,257
UKR8,JAM1,55
UKR8,JAM10,73
UKR8,JAM11,56
UKR8,JAM12,51
UKR8,JAM13,67
UKR8,JAM14,54
UKR8,JAM2,78
UKR8,JAM3,109
UKR8,JAM4,56
UKR8,JAM5,59
UKR8,JAM6,94
UKR8,JAM7,54
UKR8,JAM8,77
UKR8,JAM9,63
UKR8,JOR1,166
UKR8,JOR10,159
UKR8,JOR11,269
UKR8,JOR12,157
UKR8,JOR2,220
UKR8,JOR3,355
UKR8,JOR4,355
UKR8,JOR5,298
UKR8,JOR6,149
UKR8,JOR7,1028
UKR8,JOR8,140
UKR8,JOR9,592
UKR8,JPN1,31
UKR8,JPN10,34
UKR8,JPN11,27
UKR8,JPN12,30
UKR8,JPN13,33
UKR8,JPN14,40
UKR8,JPN15,24
UKR8,JPN16,18
UKR8,JPN17,33
UKR8,JPN18,23
UKR8,JPN19,34
UKR8,JPN2,18
UKR8,JPN20,25
UKR8,JPN21,21
UKR8,JPN22,34
UKR8,JPN23,31
UKR8,JPN24,26
UKR8,JPN25,21
UKR8,JPN26,32
UKR8,JPN27,27
UKR8,JPN28,39
UKR8,JPN29,24
UKR8,JPN3,26
UKR8,JPN30,21
UKR8,JPN31,28
UKR8,JPN32,28
UKR8,JPN33,33
UKR8,JPN34,18
UKR8,JPN35,40
UKR8,JPN36,28
UKR8,JPN37,14
UKR8,JPN38,26
UKR8,JPN39,35
UKR8,JPN4,37
UKR8,JPN40,27
UKR8,JPN41,45
UKR8,JPN42,18
UKR8,JPN43,36
UKR8,JPN44,30
UKR8,JPN45,19
UKR8,JPN46,24
UKR8,JPN47,47
UKR8,JPN5,24
UKR8,JPN6,18
UKR8,JPN7,30
UKR8,JPN8,21
UKR8,JPN9,27
UKR8,KAZ1,963
UKR8,KAZ10,1171
UKR8,KAZ11,288
UKR8,KAZ12,445
UKR8,KAZ13,604
UKR8,KAZ14,463
UKR8,KAZ2,860
UKR8,KAZ3,504
UKR8,KAZ4,455
UKR8,KAZ5,983
UKR8,KAZ6,413
UKR8,KAZ7,1358
UKR8,KAZ8,1259
UKR8,KAZ9,1096
UKR8,KEN1,22
UKR8,KEN10,59
UKR8,KEN11,39
UKR8,KEN12,25
UKR8,KEN13,48
UKR8,KEN14,108
UKR8,KEN15,31
UKR8,KEN16,68
UKR8,KEN17,57
UKR8,KEN18,26
UKR8,KEN19,121
UKR8,KEN2,24
UKR8,KEN20,40
UKR8,KEN21,45
UKR8,KEN22,44
UKR8,KEN23,29
UKR8,KEN24,34
UKR8,KEN25,24
UKR8,KEN26,34
UKR8,KEN27,59
UKR8,KEN28,59
UKR8,KEN29,29
UKR8,KEN3,38
UKR8,KEN30,54
UKR8,KEN31,39
UKR8,KEN32,25
UKR8,KEN33,38
UKR8,KEN34,47
UKR8,KEN35,30
UKR8,KEN36,30
UKR8,KEN37,31
UKR8,KEN38,38
UKR8,KEN39,36
UKR8,KEN4,45
UKR8,KEN40,29
UKR8,KEN41,36
UKR8,KEN42,58
UKR8,KEN43,43
UKR8,KEN44,32
UKR8,KEN45,39
UKR8,KEN46,31
UKR8,KEN47,24
UKR8,KEN5,23
UKR8,KEN6,27
UKR8,KEN7,36
UKR8,KEN8,47
UKR8,KEN9,36
UKR8,KGZ1,383
UKR8,KGZ2,610
UKR8,KGZ3,900
UKR8,KGZ4,551
UKR8,KGZ5,438
UKR8,KGZ6,534
UKR8,KGZ7,503
UKR8,KGZ8,463
UKR8,KGZ9,660
UKR8,KHM1,10
UKR8,KHM10,24
UKR8,KHM11,7
UKR8,KHM12,9
UKR8,KHM13,82
UKR8,KHM14,13
UKR8,KHM15,7
UKR8,KHM16,16
UKR8,KHM17,6
UKR8,KHM18,6
UKR8,KHM19,7
UKR8,KHM2,9
UKR8,KHM20,8
UKR8,KHM21,23
UKR8,KHM22,6
UKR8,KHM23,7
UKR8,KHM24,9
UKR8,KHM25,6
UKR8,KHM3,18
UKR8,KHM4,7
UKR8,KHM5,8
UKR8,KHM6,6
UKR8,KHM7,9
UKR8,KHM8,16
UKR8,KHM9,12
UKR8,KIR,10
UKR8,KNA,48
UKR8,KOR1,36
UKR8,KOR10,42
UKR8,KOR11,52
UKR8,KOR12,65
UKR8,KOR13,36
UKR8,KOR14,36
UKR8,KOR15,62
UKR8,KOR16,53
UKR8,KOR17,28
UKR8,KOR2,46
UKR8,KOR3,50
UKR8,KOR4,32
UKR8,KOR5,43
UKR8,KOR6,39
UKR8,KOR7,50
UKR8,KOR8,48
UKR8,KOR9,41
UKR8,KWT1,86
UKR8,KWT2,94
UKR8,KWT3,87
UKR8,KWT4,164
UKR8,KWT5,181
UKR8,KWT6,106
UKR8,LAO1,10
UKR8,LAO10,11
UKR8,LAO11,5
UKR8,LAO12,9
UKR8,LAO13,22
UKR8,LAO14,14
UKR8,LAO15,10
UKR8,LAO16,14
UKR8,LAO17,8
UKR8,LAO18,13
UKR8,LAO2,48
UKR8,LAO3,8
UKR8,LAO4,9
UKR8,LAO5,8
UKR8,LAO6,10
UKR8,LAO7,15
UKR8,LAO8,20
UKR8,LAO9,10
UKR8,LBN1,1642
UKR8,LBN2,1021
UKR8,LBN3,581
UKR8,LBN4,1062
UKR8,LBN5,498
UKR8,LBN6,1181
UKR8,LBN7,620
UKR8,LBN8,911
UKR8,LBR1,198
UKR8,LBR10,261
UKR8,LBR11,156
UKR8,LBR12,132
UKR8,LBR14,122
UKR8,LBR15,114
UKR8,LBR2,272
UKR8,LBR3,57
UKR8,LBR4,145
UKR8,LBR5,117
UKR8,LBR6,85
UKR8,LBR7,36
UKR8,LBR8,80
UKR8,LBR9,178
UKR8,LBY1,49
UKR8,LBY10,49
UKR8,LBY11,55
UKR8,LBY12,60
UKR8,LBY13,26
UKR8,LBY14,40
UKR8,LBY15,62
UKR8,LBY16,46
UKR8,LBY17,42
UKR8,LBY18,24
UKR8,LBY19,52
UKR8,LBY2,40
UKR8,LBY20,69
UKR8,LBY21,29
UKR8,LBY22,26
UKR8,LBY3,41
UKR8,LBY4,116
UKR8,LBY5,60
UKR8,LBY6,33
UKR8,LBY7,61
UKR8,LBY8,47
UKR8,LBY9,38
UKR8,LCA,38
UKR8,LI00,367
UKR8,LKA1,34
UKR8,LKA10,79
UKR8,LKA11,56
UKR8,LKA12,41
UKR8,LKA13,18
UKR8,LKA14,37
UKR8,LKA15,21
UKR8,LKA16,79
UKR8,LKA17,48
UKR8,LKA18,31
UKR8,LKA19,21
UKR8,LKA2,33
UKR8,LKA20,31
UKR8,LKA21,27
UKR8,LKA22,39
UKR8,LKA23,32
UKR8,LKA24,32
UKR8,LKA25,34
UKR8,LKA3,59
UKR8,LKA4,26
UKR8,LKA5,65
UKR8,LKA6,121
UKR8,LKA7,56
UKR8,LKA8,39
UKR8,LKA9,18
UKR8,LSO1,23
UKR8,LSO10,12
UKR8,LSO2,8
UKR8,LSO3,18
UKR8,LSO4,16
UKR8,LSO5,18
UKR8,LSO6,13
UKR8,LSO7,5
UKR8,LSO8,11
UKR8,LSO9,8
UKR8,LT01,1207
UKR8,LT02,589
UKR8,LU00,342
UKR8,LV00,1354
UKR8,MAC,37
UKR8,MAF,78
UKR8,MAR1,682
UKR8,MAR10,469
UKR8,MAR11,514
UKR8,MAR12,583
UKR8,MAR13,537
UKR8,MAR14,371
UKR8,MAR15,404
UKR8,MAR2,778
UKR8,MAR3,439
UKR8,MAR4,543
UKR8,MAR5,521
UKR8,MAR6,405
UKR8,MAR7,335
UKR8,MAR8,532
UKR8,MAR9,546
UKR8,MCO,999
UKR8,MDA1,648
UKR8,MDA10,590
UKR8,MDA11,688
UKR8,MDA12,1669
UKR8,MDA13,801
UKR8,MDA14,607
UKR8,MDA15,878
UKR8,MDA16,720
UKR8,MDA17,542
UKR8,MDA18,1123
UKR8,MDA19,633
UKR8,MDA2,452
UKR8,MDA20,751
UKR8,MDA21,1728
UKR8,MDA22,818
UKR8,MDA23,573
UKR8,MDA24,637
UKR8,MDA25,627
UKR8,MDA26,519
UKR8,MDA27,1179
UKR8,MDA28,565
UKR8,MDA29,760
UKR8,MDA3,614
UKR8,MDA30,790
UKR8,MDA31,616
UKR8,MDA32,742
UKR8,MDA33,642
UKR8,MDA34,1484
UKR8,MDA35,436
UKR8,MDA36,3709
UKR8,MDA37,655
UKR8,MDA4,1497
UKR8,MDA5,1703
UKR8,MDA6,3459
UKR8,MDA7,1081
UKR8,MDA8,810
UKR8,MDA9,611
UKR8,MDG1,42
UKR8,MDG2,130
UKR8,MDG3,32
UKR8,MDG4,58
UKR8,MDG5,57
UKR8,MDG6,60
UKR8,MDV,354
UKR8,ME00,1227
UKR8,MEX1,30
UKR8,MEX10,16
UKR8,MEX11,21
UKR8,MEX12,14
UKR8,MEX13,21
UKR8,MEX14,27
UKR8,MEX15,28
UKR8,MEX16,20
UKR8,MEX17,25
UKR8,MEX18,19
UKR8,MEX19,19
UKR8,MEX2,26
UKR8,MEX20,17
UKR8,MEX21,24
UKR8,MEX22,31
UKR8,MEX23,56
UKR8,MEX24,19
UKR8,MEX25,16
UKR8,MEX26,15
UKR8,MEX27,15
UKR8,MEX28,19
UKR8,MEX29,23
UKR8,MEX3,20
UKR8,MEX30,18
UKR8,MEX31,22
UKR8,MEX32,18
UKR8,MEX4,18
UKR8,MEX5,15
UKR8,MEX6,18
UKR8,MEX7,16
UKR8,MEX8,22
UKR8,MEX9,40
UKR8,MHL,14
UKR8,MK00,324
UKR8,MLI1,68
UKR8,MLI2,41
UKR8,MLI3,57
UKR8,MLI4,121
UKR8,MLI5,80
UKR8,MLI6,106
UKR8,MLI7,33
UKR8,MLI8,33
UKR8,MLI9,118
UKR8,MMR1,4
UKR8,MMR10,8
UKR8,MMR11,9
UKR8,MMR12,4
UKR8,MMR13,5
UKR8,MMR14,4
UKR8,MMR15,10
UKR8,MMR2,4
UKR8,MMR3,16
UKR8,MMR4,5
UKR8,MMR5,3
UKR8,MMR6,4
UKR8,MMR7,3
UKR8,MMR8,6
UKR8,MMR9,4
UKR8,MNG1,66
UKR8,MNG10,23
UKR8,MNG11,30
UKR8,MNG12,28
UKR8,MNG13,35
UKR8,MNG14,48
UKR8,MNG15,45
UKR8,MNG16,37
UKR8,MNG17,80
UKR8,MNG18,42
UKR8,MNG19,189
UKR8,MNG2,38
UKR8,MNG20,63
UKR8,MNG21,106
UKR8,MNG22,65
UKR8,MNG3,42
UKR8,MNG4,88
UKR8,MNG5,56
UKR8,MNG6,50
UKR8,MNG7,95
UKR8,MNG8,54
UKR8,MNG9,85
UKR8,MNP,21
UKR8,MOZ1,34
UKR8,MOZ10,30
UKR8,MOZ11,29
UKR8,MOZ2,21
UKR8,MOZ3,27
UKR8,MOZ4,31
UKR8,MOZ5,33
UKR8,MOZ6,37
UKR8,MOZ7,36
UKR8,MOZ8,32
UKR8,MOZ9,42
UKR8,MRT1,96
UKR8,MRT10,130
UKR8,MRT11,100
UKR8,MRT12,87
UKR8,MRT13,212
UKR8,MRT2,116
UKR8,MRT3,90
UKR8,MRT4,175
UKR8,MRT5,73
UKR8,MRT6,36
UKR8,MRT7,72
UKR8,MRT8,112
UKR8,MRT9,113
UKR8,MT00,332
UKR8,MUS1,1
UKR8,MUS10,38
UKR8,MUS12,33
UKR8,MUS2,120
UKR8,MUS3,52
UKR8,MUS4,36
UKR8,MUS5,67
UKR8,MUS6,67
