data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8868658,804,UKR51929,51929,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Irmino,48.5988,38.5917,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 9 explosions involving unknown weapons near Irmino.",0,1646173927,UKR
8868660,804,UKR51943,51943,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Lyman,48.6598,39.2553,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 1 explosions involving artillery/unknown weapons near Lyman.",0,1646173927,UKR
8868662,804,UKR51923,51923,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Almazna,48.5205,38.5803,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 7 explosions involving unknown weapons near Almazna.",0,1646173927,UKR
8868664,804,UKR51969,51969,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,,,0,20,Europe,Ukraine,Luhansk,Sievierodonetskyi,Popasnianska,Novoivanivka,48.7462,38.4668,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 1 explosions involving unknown weapons near Novoivanivka.",0,1646173927,UKR
8868667,804,UKR51958,51958,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,,,0,20,Europe,Ukraine,Luhansk,Shchastynskyi,Nyzhnoteplivska,Artema,48.7895,39.3084,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 12 explosions involving unknown weapons near Artema.",0,1646173927,UKR
8868683,804,UKR51954,51954,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,"Verhunskyi Rozyizd",48.6406,39.4045,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 4 explosions involving unknown weapons near Verhunskyi Rozyizd.",0,1646173927,UKR
8868684,804,UKR51951,51951,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Sabivka,48.5883,39.146,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 29 explosions involving unknown weapons near Sabivka.",0,1646173927,UKR
8868692,804,UKR51852,51852,"21 February 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Donetsk - Donetsk Airport",48.0712,37.7407,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 182 projectiles/explosions/shots involving unknown weapons in both directions of the frontline near Donetsk - Donetsk Airport.",0,1646173927,UKR
8868693,804,UKR51886,51886,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Kalmiuskyi,Starobeshivska,Sarabash,47.7613,37.7912,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 4 explosions involving unknown weapons near Sarabash.",0,1646173927,UKR
8868697,804,UKR51865,51865,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Komsomolets,48.338,37.9755,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 74 explosions/bursts of fire involving heavy machineguns/artillery/unknown weapons near Komsomolets.",0,1646173927,UKR
8868707,804,UKR51931,51931,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Kalynove-Borshchuvate,48.6197,38.4919,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 7 explosions involving unknown weapons near Kalynove-Borshchuvate.",0,1646173927,UKR
8868710,804,UKR51880,51880,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Serhiivka,47.1303,37.8365,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 27 explosions involving unknown weapons near Serhiivka.",0,1646173927,UKR
8868720,804,UKR51952,51952,"21 February 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Shyshkove,48.6436,39.2182,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 21 explosions involving unknown weapons in both directions of the frontline near Shyshkove.",0,1646173927,UKR
8868722,804,UKR51935,51935,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Zymohirivska,Dovhe,48.6433,39.0307,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 10 explosions involving artillery/unknown weapons near Dovhe.",0,1646173927,UKR
8868727,804,UKR51963,51963,"21 February 2022",2022,1,Battles,"Armed clash","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya",,2,12,Europe,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Orikhove,48.7191,38.5695,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 13 projectiles/explosions involving unknown weapons in both directions of the frontline near Orikhove.",0,1646173927,UKR
8868730,804,UKR51875,51875,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,"Nova Olenivka",47.84,37.6927,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 4 explosions involving unknown weapons near Nova Olenivka.",0,1646173927,UKR
8868738,804,UKR51968,51968,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,,,0,20,Europe,Ukraine,Luhansk,Sievierodonetskyi,Lysychanska,Loskutivka,48.8051,38.412,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 12 explosions involving artillery/unknown weapons near Loskutivka.",0,1646173928,UKR
8868740,804,UKR51932,51932,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Molodizhne,48.6433,38.4768,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 16 explosions involving unknown weapons near Molodizhne.",0,1646173928,UKR
8868749,804,UKR51940,51940,"21 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,,,0,10,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Fabrychne,48.4837,39.3206,2,"OSCE SMM-Ukraine",Other,"On 21 February 2022, the OSCE SMM observed a total of 30 explosions involving unknown weapons near Fabrychne.",0,1646173928,UKR
8867864,804,UKR51698,51698,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,"Military Forces of Ukraine (2019-)",,1,12,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Luhanske,48.4305,38.2554,2,"JFO HQ press centre; OSCE SMM-Ukraine",Other,"On 20 February 2022, the NAF rebel forces fired 122mm, 120mm and 82mm mortars, heavy machine guns and grenade launchers at the governmental positions near Luhanske, Donetsk. During the day, one Ukrainian soldier was wounded at an unspecified location. The OSCE SMM observed a total of 20 projectiles involving unknown weapons near Luhanske.",0,1646173926,UKR
8867865,804,UKR51722,51722,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Yasynuvatska,Spartak,48.079,37.7635,2,"DPR Armed Forces Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars at the positions of Donbass People's Militia near Spartak, Donetsk. There were no fatalities or injuries. The OSCE SMM observed a total of 68 explosions involving unknown weapons near Spartak.",0,1646173926,UKR
8867866,804,UKR51724,51724,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Yasynuvatska,Yakovlivka,48.0902,37.8253,2,"DPR Armed Forces Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars at the positions of Donbass People's Militia near Yakovlivka, Donetsk. There were no fatalities or injuries. The OSCE SMM observed a total of 15 explosions involving unknown weapons near Yakovlivka.",0,1646173926,UKR
8867867,804,UKR51763,51763,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,"Donetsk - Kuibyshivskyi",48.0199,37.6525,2,"OSCE SMM-Ukraine; DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm and 122mm mortars at the positions of Donbass People's Militia near the Donetsk state factory of chemical products in Donetsk - Kuibyshivskyi, Donetsk. There were no fatalities or injuries. The OSCE SMM observed a total of 19 explosions involving unknown weapons near Donetsk - Kuibyshivskyi.",0,1646173926,UKR
8867868,804,UKR51779,51779,"20 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)","National Corps Party; Solidarna Molod",6,,,0,60,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"National Corps; Solidarna Molod; Novoye Vremya Ukraine","Other-New media","On 20 February 2022, people, including representatives of National Corps Party and Solidarna Molod, gathered in Kyiv to commemorate the anniversary of murder of Heavenly Hundred Heroes during the EuroMaidan Revolution. The participants accused the current state authorities of sabotaging the investigation of the murders. [size=no report]",0,1646173926,UKR
8867869,804,UKR51784,51784,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Donetskyi,48.6963,38.6738,2,"OSCE SMM-Ukraine; LPR People's Militia Press Service",Other,"On 20 February 2022, the Ukrainian Forces fired 122mm, 120mm and 82mm mortars at the positions of the Luhansk People's Militia near Donetskyi, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 2 explosions involving unknown weapons near Donetskyi.",0,1646173926,UKR
8867870,804,UKR51788,51788,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Kalinovo,48.5695,38.5245,2,"LPR People's Militia Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian Forces fired 122mm and 120mm mortars at the positions of the Luhansk People's Militia near Kalinovo, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 12 explosions involving unknown weapons near Kalinovo.",2,1646173926,UKR
8867871,804,UKR51791,51791,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Alchevskyi,Kadiivska,Molodizhne,48.6433,38.4768,2,"OSCE SMM-Ukraine; LPR People's Militia Press Service",Other,"On 20 February 2022, the Ukrainian Forces fired grenade launchers at the positions of the Luhansk People's Militia near Molodizhne, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 14 explosions involving unknown weapons near Molodizhne.",0,1646173926,UKR
8867872,804,UKR51808,51808,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Pryvitne,48.663,39.3098,2,"LPR People's Militia Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian Forces fired heavy machine guns at the positions of the Luhansk People's Militia near Pryvitne, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 39 explosions involving artillery/unknown weapons near Pryvitne.",0,1646173926,UKR
8867873,804,UKR51809,51809,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Luhanskyi,Luhanska,Raivka,48.6849,39.1812,2,"LPR People's Militia Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian Forces fired 122mm mortars at the positions of the Luhansk People's Militia near Raivka, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 45 explosions involving unknown weapons near Raivka.",0,1646173926,UKR
8867874,804,UKR51826,51826,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","NAF: United Armed Forces of Novorossiya",,2,"Military Forces of Ukraine (2019-)",,1,12,Europe,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Novotoshkivske,48.7234,38.635,2,"JFO HQ press centre; OSCE SMM-Ukraine",Other,"On 20 February 2022, the NAF rebel forces fired 152mm and 120mm mortars at the governmental positions near Novotoshkivske, Luhansk. During the day, one Ukrainian soldier was wounded at an unspecified location. The OSCE SMM observed a total of 2 explosions involving unknown weapons near Novotoshkivske.",0,1646173926,UKR
8867875,804,UKR51829,51829,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Zholobok,48.7146,38.6996,2,"LPR People's Militia Press Service; OSCE SMM-Ukraine",Other,"On 20 February 2022, the Ukrainian Forces fired 122mm and 120mm mortars at the positions of the Luhansk People's Militia near Zholobok, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 1 explosions involving unknown weapons near Zholobok.",0,1646173926,UKR
8867876,804,UKR51831,51831,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Luhansk People's Militia; Civilians (Ukraine)",2,12,Europe,Ukraine,Luhansk,Sievierodonetskyi,Hirska,Zolote-5,48.6719,38.56,2,"OSCE SMM-Ukraine; LPR People's Militia Press Service",Other,"On 20 February 2022, the Ukrainian Forces fired 120mm and 82mm mortars, anti-tank guided missiles and grenade launchers at the positions of the Luhansk People's Militia near Zolote-5, Luhansk. During the day, twenty-five locations were targeted. As a result of shelling, two civilians were killed and three were wounded at unspecified locations (fatalities coded to Kalinovo event). The OSCE SMM observed a total of 3 explosions involving unknown weapons near Zolote-5.",0,1646173926,UKR
8867877,804,UKR51838,51838,"20 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)","National Corps Party",6,,,0,60,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"National Corps; 24 Channel",Other-National,"On 20 February 2022, around 7000 people, including representatives of National Corps, staged a Unity March in Odessa. The organizers of the march emphasized that Odessa was, is, and will be a Ukrainian city. Some of them carried flags of Ukraine, as well as banners with 'Unity is Ukraine' written on them. Protesters were also chanting slogans calling for unity. [size=around 7000]",0,1646173926,UKR
8867878,804,UKR51841,51841,"20 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,"061.ua; National Corps",Other-Subnational,"On 20 February 2022, people gathered in Zaporizhia to commemorate the anniversary of murder of Heavenly Hundred Heroes during the EuroMaidan Revolution. The participants emphasized that the struggle of the Ukrainian people for freedom continues, so the citizens must be united and strong. [size=no report]",0,1646173926,UKR
8867978,804,UKR51695,51695,"20 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)","Crimean Tatar Ethnic Group (Ukraine)",6,,,0,60,Europe,Ukraine,Crimea,Bakhchysaraiskyi,Bakhchysaraiska,Bakhchysarai,44.7507,33.8642,1,"24 Channel",National,"On 20 February 2022, activists, including Crimean Tatars, gathered outside the court in Bakhchysarai, Crimea, in support of 15 illegally detained Crimean Tatars, who came on February 18, 2022, to the hearing of the case of one of the detained Crimean Tatar activist. [size=no report]",0,1646173926,UKR
8867993,804,UKR51837,51837,"20 February 2022",2022,1,Protests,"Peaceful protest","Protesters (Ukraine)",,6,,,0,60,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,"24 Channel",National,"On 20 February 2022, around 1000 people staged a March of Unity in Lviv. The protesters carried flags of Ukraine, as well as banners with 'Ukraine is United' written on them. Protesters were also chanting slogans calling for unity. [size=around 1000]",0,1646173926,UKR
8868111,804,UKR51737,51737,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Boikivska,Petrivske,47.3822,37.9619,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars and grenade launchers at the positions of Donbass People's Militia near Petrivske, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868113,804,UKR51703,51703,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Bakhmutskyi,Svitlodarska,Zaitseve,48.4292,38.0094,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm and 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Zaitseve, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868115,804,UKR51736,51736,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Boikivska,Novolaspa,47.5733,37.8777,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars and grenade launchers at the positions of Donbass People's Militia near Novolaspa, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868119,804,UKR51717,51717,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Staromykhaylivka,47.9914,37.586,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm, 122mm, 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Staromykhaylivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868121,804,UKR51739,51739,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Dokuchaevsk,47.7492,37.6777,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars and grenade launchers at the positions of Donbass People's Militia near Dokuchaevsk, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868124,804,UKR51745,51745,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Uzhivka,47.1446,37.8563,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 122mm mortars and grenade launchers at the positions of Donbass People's Militia near Uzhivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868129,804,UKR51749,51749,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kramatorskyi,Konstantinovskaya,"Mine 6/7",48.3767,37.9636,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm and 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Mine 6/7, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868134,804,UKR51740,51740,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Dokuchaievska,Elenovka,47.8297,37.6473,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 82mm, 120mm, 122mm mortars and grenade launchers at the positions of Donbass People's Militia near Elenovka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868136,804,UKR51729,51729,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Bairak,48.3162,38.132,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired grenade launchers at the positions of Donbass People's Militia near Bairak, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868140,804,UKR51715,51715,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Donetska,Oleksandrivka,47.9225,37.571,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm, 122mm, 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Oleksandrivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868144,804,UKR51716,51716,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Donetskyi,Donetska,"Shakhta Trudovskaya",47.9512,37.5492,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 82mm, 120mm, 122mm mortars and grenade launchers at the positions of Donbass People's Militia near Shakhta Trudovskaya, Donetsk. There were no fatalities or injuries. Two houses were damaged.",0,1646173926,UKR
8868145,804,UKR51735,51735,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Boikivska,"Nova Marivka",47.4499,37.9418,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm mortars and grenade launchers at the positions of Donbass People's Militia near Nova Marivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868156,804,UKR51766,51766,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Pokrovskyi,Ocheretynska,Vasylivka,48.1716,37.8597,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Vasylivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868157,804,UKR51732,51732,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,"Shakhta imeni Gagarina",48.3435,37.942,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 120mm and 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Shakhta imeni Gagarina, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
8868161,804,UKR51743,51743,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Kalmiuskyi,Novoazovska,Azov,47.1544,37.8619,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired at the positions of Donbass People's Militia near Azov, Donetsk. There were no fatalities or injuries. Electrical lines were damaged.",0,1646173926,UKR
8868163,804,UKR51731,51731,"20 February 2022",2022,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Ukraine (2019-)",,1,"NAF: United Armed Forces of Novorossiya","Donbass People's Militia",2,12,Europe,Ukraine,Donetsk,Horlivskyi,Horlivska,Ozeryanivka,48.2737,37.9725,2,"DPR Armed Forces Press Service",Other,"On 20 February 2022, the Ukrainian forces fired 82mm mortars and grenade launchers at the positions of Donbass People's Militia near Ozeryanivka, Donetsk. There were no fatalities or injuries.",0,1646173926,UKR
